상호명,상권업종소분류명,시군구명,행정동명,지번주소,도로명주소,경도,위도
우누커피,카페,제주시,일도2동,제주특별자치도 제주시 일도이동 138,제주특별자치도 제주시 동문로 134,126.54086,33.513444
벌크커피삼도점,카페,제주시,삼도1동,제주특별자치도 제주시 삼도일동 504-9,제주특별자치도 제주시 서광로11길 19,126.516407,33.50173
하몽휴게점,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 하모리 646-20,제주특별자치도 서귀포시 대정읍 최남단해안로 120,126.258378,33.210059
싱귤벙귤휴게점,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 하모리 646-20,제주특별자치도 서귀포시 대정읍 최남단해안로 120,126.258378,33.210059
커피콜라주,카페,제주시,노형동,제주특별자치도 제주시 노형동 3803-17,제주특별자치도 제주시 노형3길 8,126.474749,33.481987
리치스그로서리,카페,제주시,일도1동,제주특별자치도 제주시 일도일동 1196-3,제주특별자치도 제주시 산지로 37,126.528502,33.513795
어브라운브리즈,카페,제주시,아라동,제주특별자치도 제주시 아라이동 3011-7,제주특별자치도 제주시 박성내동길 49-1,126.543917,33.490826
신풍예가,카페,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍 신풍리 899-4,제주특별자치도 서귀포시 성산읍 신풍상동로 13,126.833965,33.361054
선미다방,카페,서귀포시,안덕면,제주특별자치도 서귀포시 안덕면 화순리 1091-7,제주특별자치도 서귀포시 안덕면 화순로 130,126.332463,33.246498
시온디저트카페,카페,제주시,노형동,제주특별자치도 제주시 노형동 1049-4,제주특별자치도 제주시 월랑로8길 32,126.478896,33.490308
빽다방제주한경면수월봉점,카페,제주시,한경면,제주특별자치도 제주시 한경면 고산리 3130-10,제주특별자치도 제주시 한경면 고산서3길 1,126.173727,33.299497
와흘리온,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 와흘리 1655,제주특별자치도 제주시 조천읍 중산간동로 430-1,126.633262,33.503339
싱그러우니,카페,서귀포시,예래동,제주특별자치도 서귀포시 상예동 4751-1,제주특별자치도 서귀포시 일주서로 1287-1,126.376096,33.264108
느린빙수,카페,제주시,아라동,제주특별자치도 제주시 아라일동 6046-1,제주특별자치도 제주시 아란2길 4,126.540591,33.47692
못,카페,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍 남원리 2406-10,제주특별자치도 서귀포시 남원읍 태위로510번길 47-1,126.698406,33.272457
에이바우트커피,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 1065-2,제주특별자치도 제주시 연삼로 402,126.534587,33.495055
베큠커피로스터스,카페,제주시,노형동,제주특별자치도 제주시 노형동 1295-1,제주특별자치도 제주시 월랑로2길 30,126.481706,33.488264
투빅커피,카페,제주시,노형동,제주특별자치도 제주시 노형동 904-1,제주특별자치도 제주시 도령로 24,126.482111,33.487048
메가엠지씨커피제주노형이편한세상점,카페,제주시,노형동,제주특별자치도 제주시 노형동 2420,제주특별자치도 제주시 광평동로 45,126.468684,33.483241
또똣쉼팡제주,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 하도리 880-12,제주특별자치도 제주시 구좌읍 하도13길 55,126.892122,33.51084
도바나,카페,제주시,삼도2동,제주특별자치도 제주시 삼도이동 803-2,제주특별자치도 제주시 서사로 29,126.520161,33.509913
카페;메쥬,카페,서귀포시,서홍동,제주특별자치도 서귀포시 서홍동 445-1,제주특별자치도 서귀포시 홍중로27번길 26,126.557518,33.253174
유수암카페리본,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 유수암리 1042-15,제주특별자치도 제주시 애월읍 유수암평화5길 15-3,126.405826,33.423577
해피라떼클럽,카페,서귀포시,대천동,제주특별자치도 서귀포시 강정동 159-1,제주특별자치도 서귀포시 신서귀로97번길 45,126.507171,33.254571
카페가까이,카페,서귀포시,효돈동,제주특별자치도 서귀포시 하효동 1374-2,제주특별자치도 서귀포시 보목포로 161,126.617562,33.242707
메가엠지씨커피제주동홍,카페,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동 382-1,제주특별자치도 서귀포시 태평로 488,126.570899,33.248965
하나커피,카페,서귀포시,표선면,제주특별자치도 서귀포시 표선면 성읍리 2381,제주특별자치도 서귀포시 표선면 번영로 2644,126.784704,33.399108
하나카페,카페,서귀포시,대륜동,제주특별자치도 서귀포시 서호동 1232-4,제주특별자치도 서귀포시 신북로 16,126.512687,33.258335
메가엠지씨커피서귀포효돈점,카페,서귀포시,효돈동,제주특별자치도 서귀포시 하효동 299-4,제주특별자치도 서귀포시 일주동로 8088,126.621776,33.263376
킥커피,카페,제주시,노형동,제주특별자치도 제주시 노형동 711-2,제주특별자치도 제주시 연북로 12,126.482487,33.481704
서담갤러리카페,카페,제주시,한경면,제주특별자치도 제주시 한경면 저지리 2120-17,제주특별자치도 제주시 한경면 저지12길 102,126.26685,33.337398
밀물리,카페,서귀포시,중문동,제주특별자치도 서귀포시 중문동 2439-3,제주특별자치도 서귀포시 천제연로232번길 20,126.430269,33.249789
제주흙집,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 함덕리 2162,제주특별자치도 제주시 조천읍 함대로 232,126.658698,33.523995
봄봄하귀점,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 하귀2리 1385,제주특별자치도 제주시 애월읍 하귀로 70,126.404465,33.48111
꽈작,카페,제주시,용담2동,제주특별자치도 제주시 용담이동 368-3,제주특별자치도 제주시 용두암길 52,126.513944,33.513053
카페티고,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 덕천리 535-24,제주특별자치도 제주시 구좌읍 김송로 715,126.761769,33.500073
멜케삼춘휴게점,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 하모리 646-20,제주특별자치도 서귀포시 대정읍 최남단해안로 120,126.258378,33.210059
내적친밀,카페,서귀포시,중문동,제주특별자치도 서귀포시 하원동 314,제주특별자치도 서귀포시 월평하원로 145-3,126.459882,33.252112
카페아난,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 하모리 656,제주특별자치도 서귀포시 대정읍 최남단해안로 95,126.254657,33.212498
어드브레드,카페,제주시,일도1동,제주특별자치도 제주시 일도일동 1146-18,제주특별자치도 제주시 산지로 45,126.528182,33.513406
선문,카페,제주시,삼도2동,제주특별자치도 제주시 삼도이동 907-13,제주특별자치도 제주시 관덕로2길 13,126.52071,33.511826
카페디토,카페,서귀포시,대천동,제주특별자치도 서귀포시 강정동 207-1,제주특별자치도 서귀포시 대청로25번길 10,126.502972,33.253211
하고야까페,카페,제주시,우도면,제주특별자치도 제주시 우도면 연평리 1185-2,제주특별자치도 제주시 우도면 우도해안길 804,126.957043,33.513972
우봉이,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 함덕리 1085-1,제주특별자치도 제주시 조천읍 함덕8길 36-1,126.663242,33.540308
제주포슬,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 무릉리 940-4,제주특별자치도 서귀포시 대정읍 무영로228번길 17-7,126.223557,33.281137
빛의교차점,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 종달리 1866,제주특별자치도 제주시 구좌읍 일주동로 3719,126.893931,33.492819
카페오유,카페,서귀포시,중앙동,제주특별자치도 서귀포시 서귀동 265-16,제주특별자치도 서귀포시 중앙로72번길 45-2,126.565677,33.252508
옹포정미소,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 옹포리 220-1,제주특별자치도 제주시 한림읍 한림로 530-1,126.255586,33.405086
슬며시,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 함덕리 225-3,제주특별자치도 제주시 조천읍 평사길 7,126.67277,33.543318
퍼스트커피랩제주,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 행원리 1508-1,제주특별자치도 제주시 구좌읍 해맞이해안로 546,126.80332,33.557244
은빌레,카페,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍 의귀리 794,제주특별자치도 서귀포시 남원읍 한신로 247-3,126.716795,33.311749
커피러스트,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 덕천리 1176,제주특별자치도 제주시 구좌읍 중산간동로 1863,126.746431,33.48275
메가엠지씨커피제주,카페,제주시,봉개동,제주특별자치도 제주시 봉개동 1812-3,제주특별자치도 제주시 번영로 475,126.592938,33.491609
빈투지,카페,제주시,건입동,제주특별자치도 제주시 건입동 1435-2,제주특별자치도 제주시 서부두길 26,126.528488,33.518519
카페오션,카페,서귀포시,예래동,제주특별자치도 서귀포시 색달동 2822-12,제주특별자치도 서귀포시 중문관광로72번길 29-51,126.412976,33.245894
선흘리2085,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 선흘리 2085,제주특별자치도 제주시 조천읍 선교로 185,126.700108,33.486857
헤이피피,카페,제주시,한경면,제주특별자치도 제주시 한경면 판포리 2869-3,제주특별자치도 제주시 한경면 일주서로 4533-3,126.19982,33.364925
월간레코드,카페,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍 성산리 399-46,제주특별자치도 서귀포시 성산읍 일출로 230,126.930727,33.459945
요우르,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 신흥리 20-4,제주특별자치도 제주시 조천읍 조함해안로 343,126.654119,33.549308
백억커피제주,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 1772-17,제주특별자치도 제주시 중앙로 218,126.529287,33.500003
주피,카페,제주시,삼도2동,제주특별자치도 제주시 삼도이동 197,제주특별자치도 제주시 남성로25길 4-2,126.523014,33.50968
요미그릭,카페,제주시,외도동,제주특별자치도 제주시 외도이동 234-10,제주특별자치도 제주시 도근내길 19,126.433149,33.49264
카페밀리,카페,제주시,봉개동,제주특별자치도 제주시 회천동 1164-3,제주특별자치도 제주시 중산간동로 286,126.618085,33.506376
즈물,카페,제주시,한경면,제주특별자치도 제주시 한경면 청수리 784-1,제주특별자치도 제주시 한경면 청수서4길 24,126.250834,33.308569
라라숲,카페,제주시,아라동,제주특별자치도 제주시 아라일동 6127-6,제주특별자치도 제주시 인다11길 19,126.549503,33.474094
카페아로리,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 금능리 1462,제주특별자치도 제주시 한림읍 금능6길 19,126.231287,33.388592
메가엠지씨커피제주애월항점,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 애월리 1718-2,제주특별자치도 제주시 애월읍 애월로 123,126.320503,33.464458
사슴카페,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 대흘리 1514-15,제주특별자치도 제주시 조천읍 중산간동로 698-73,126.65799,33.496016
파르다르,카페,서귀포시,대륜동,제주특별자치도 서귀포시 법환동 555,제주특별자치도 서귀포시 이어도로 973,126.516903,33.241094
연호제카페,카페,제주시,건입동,제주특별자치도 제주시 건입동 1310-10,제주특별자치도 제주시 산지로 3-1,126.530674,33.516228
빽다방한라대점,카페,제주시,노형동,제주특별자치도 제주시 노형동 756-7,제주특별자치도 제주시 한라대학로 73-1,126.478214,33.476501
초낭재,카페,서귀포시,표선면,제주특별자치도 서귀포시 표선면 표선리 1402-3,제주특별자치도 서귀포시 표선면 표선동서로 109,126.826772,33.314601
심쿵사,카페,제주시,화북동,제주특별자치도 제주시 화북일동 1964-21,제주특별자치도 제주시 진남로4길 1,126.564614,33.52003
하니하니,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 김녕리 1270-3,제주특별자치도 제주시 구좌읍 김녕로21길 25,126.754966,33.558069
퐁치커피익스프레스,카페,제주시,용담2동,제주특별자치도 제주시 용담이동 623-13,제주특별자치도 제주시 흥운길 7,126.51084,33.509894
빽다방제주하귀점,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 하귀1리 626-3,제주특별자치도 제주시 애월읍 하광로 12,126.411416,33.48419
오커스트,카페,제주시,이도1동,제주특별자치도 제주시 이도일동 1551-30,제주특별자치도 제주시 오현길 41-1,126.526075,33.50889
카페1930,카페,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동 1485-1,제주특별자치도 서귀포시 중앙로 114,126.560976,33.254764
카페1큐84,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 애월리 672,제주특별자치도 제주시 애월읍 일주서로 6254-16,126.32315,33.460208
카파드래곤제주점,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 귀덕리 1361-2,제주특별자치도 제주시 한림읍 귀덕14길 60,126.295722,33.438769
감성커피,카페,제주시,노형동,제주특별자치도 제주시 노형동 1283-3,제주특별자치도 제주시 수덕5길 7,126.477044,33.486811
봄봄,카페,서귀포시,대천동,제주특별자치도 서귀포시 강정동 208-5,제주특별자치도 서귀포시 대청로 37,126.503682,33.252763
우리다,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 2015-20,제주특별자치도 제주시 구남로6길 41,126.536738,33.487202
무량제주,카페,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍 위미리 3256,제주특별자치도 서귀포시 남원읍 일주동로 7747,126.653087,33.275657
메가엠지씨커피제주노형,카페,제주시,노형동,제주특별자치도 제주시 노형동 3783,제주특별자치도 제주시 노형14길 14,126.47978,33.484496
책빵글라,카페,제주시,연동,제주특별자치도 제주시 연동 315-14,제주특별자치도 제주시 선덕로4길 21,126.498625,33.48369
오즈,카페,서귀포시,안덕면,제주특별자치도 서귀포시 안덕면 서광리 2082-1,제주특별자치도 서귀포시 안덕면 중산간서로 2111,126.300101,33.28417
벌크커피추자점,카페,제주시,추자면,제주특별자치도 제주시 추자면 영흥리 70-2,제주특별자치도 제주시 추자면 영흥4길 66,126.297763,33.958704
달코미커피,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 애월리 2467,제주특별자치도 제주시 애월읍 애월로 11,126.311232,33.460116
카페요아정제주삼화점,카페,제주시,화북동,제주특별자치도 제주시 화북일동 1012-1,제주특별자치도 제주시 화삼북로2길 19,126.57668,33.515618
더벤티제주김녕점,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 김녕리 1691-2,제주특별자치도 제주시 구좌읍 김녕로 124,126.751304,33.55468
아구아비바,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 신촌리 2202-1,제주특별자치도 제주시 조천읍 신촌북3길 1,126.618886,33.537267
달롱도르제주,카페,제주시,일도2동,제주특별자치도 제주시 일도이동 358-1,제주특별자치도 제주시 신산로15길 52,126.539857,33.507833
플라잉애월,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 구엄리 505,제주특별자치도 제주시 애월읍 애월해안로 765,126.38184,33.485507
너리,카페,서귀포시,영천동,제주특별자치도 서귀포시 토평동 1251-2,제주특별자치도 서귀포시 검은여로 315,126.59075,33.26756
비씨디,카페,제주시,연동,제주특별자치도 제주시 연동 1372-4,제주특별자치도 제주시 연북로 90,126.490826,33.481504
카페무물,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 고내리 1123-2,제주특별자치도 제주시 애월읍 고내로9길 44,126.338128,33.466555
아이엠,카페,제주시,이도2동,제주특별자치도 제주시 도남동 47-9,제주특별자치도 제주시 신성로 44,126.524154,33.496026
냥다방,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 고내리 473,제주특별자치도 제주시 애월읍 애월해안로 274,126.340188,33.468739
심풀그리고잇닿다,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 신촌리 220,제주특별자치도 제주시 조천읍 조와로 260,126.633403,33.51341
카페마요피,카페,제주시,구좌읍,제주특별자치도 제주시 구좌읍 하도리 513-5,제주특별자치도 제주시 구좌읍 하도동길 27-38,126.888446,33.524424
밈피,카페,제주시,한경면,제주특별자치도 제주시 한경면 저지리 3174,제주특별자치도 제주시 한경면 연명로 543,126.267323,33.316772
포크,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 한림리 1479,제주특별자치도 제주시 한림읍 한림로 586,126.259078,33.409128
찻잔속에,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 1081-23,제주특별자치도 제주시 오복2길 38,126.537149,33.492847
메종메르미누,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 무릉리 2869-2,제주특별자치도 서귀포시 대정읍 서삼중로 90,126.202995,33.271107
아그당,카페,제주시,삼도2동,제주특별자치도 제주시 삼도이동 1179-6,제주특별자치도 제주시 탑동로3길 10,126.521814,33.516555
러프라이프커피,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 1176-26,제주특별자치도 제주시 동광로2길 5,126.530704,33.500766
카페요아정제주외도점,카페,제주시,외도동,제주특별자치도 제주시 외도일동 541-12,제주특별자치도 제주시 우정로 62,126.430698,33.487364
청단풍,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 407-3,제주특별자치도 제주시 천수로6길 8,126.541811,33.502593
라이스웨더,카페,제주시,건입동,제주특별자치도 제주시 건입동 1089-8,제주특별자치도 제주시 동문로 81,126.53539,33.513884
한라빙,카페,서귀포시,대천동,제주특별자치도 서귀포시 강정동 151-7,제주특별자치도 서귀포시 신서로52번길 3-3,126.50558,33.254899
어니스크,카페,제주시,노형동,제주특별자치도 제주시 노형동 1048-20,제주특별자치도 제주시 다랑곶7길 31,126.479343,33.491139
메고지고떡창고외도우정점,카페,제주시,외도동,제주특별자치도 제주시 외도일동 639-3,제주특별자치도 제주시 우정로15길 5,126.431729,33.486088
모니크,카페,서귀포시,중문동,제주특별자치도 서귀포시 중문동 1735-1,제주특별자치도 서귀포시 중문상로82번길 20,126.429509,33.254492
제로플러스커피,카페,제주시,연동,제주특별자치도 제주시 연동 292-36,제주특별자치도 제주시 연동13길 9,126.494711,33.488841
트리플에이제주신,카페,서귀포시,대륜동,제주특별자치도 서귀포시 서호동 24,제주특별자치도 서귀포시 이어도로 1065,126.524451,33.246145
애월다방망설임바,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 곽지리 1622-59,제주특별자치도 제주시 애월읍 곽지9길 23,126.307076,33.451212
하로헌,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 대흘리 124-6,제주특별자치도 제주시 조천읍 함와로 337,126.673857,33.511783
매듭커피,카페,제주시,일도2동,제주특별자치도 제주시 일도이동 108-8,제주특별자치도 제주시 태성로5길 1,126.545898,33.499037
산세라,카페,제주시,한경면,제주특별자치도 제주시 한경면 저지리 1859-6,제주특별자치도 제주시 한경면 중산간서로 3669,126.256111,33.332078
카페아나소라,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 와산리 1488-1,제주특별자치도 제주시 조천읍 중산간동로 857,126.673684,33.491875
현스낵상점,카페,제주시,노형동,제주특별자치도 제주시 노형동 1291-5,제주특별자치도 제주시 다랑곶길 26-1,126.480737,33.488278
유키즈,카페,제주시,노형동,제주특별자치도 제주시 노형동 1288-5,제주특별자치도 제주시 노형로 407,126.478298,33.485815
카페요아정서귀포시청1,카페,서귀포시,중앙동,제주특별자치도 서귀포시 서귀동 291-40,제주특별자치도 서귀포시 중앙로 50,126.561788,33.249077
컴포즈커피서귀포,카페,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍 고성리 531,제주특별자치도 서귀포시 성산읍 섭지코지로26번길 6,126.919398,33.438579
엘엘엘.에프,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 무릉리 3130-6,제주특별자치도 서귀포시 대정읍 무릉사장로 8,126.197778,33.267738
에이바우트커피외도점,카페,제주시,외도동,제주특별자치도 제주시 외도일동 445-8,제주특별자치도 제주시 우정로 24,126.430676,33.490727
오리움커피,카페,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동 189-3,제주특별자치도 서귀포시 태평로 562,126.576371,33.253501
골목커피,카페,제주시,연동,제주특별자치도 제주시 연동 253-12,제주특별자치도 제주시 연동4길 6-7,126.4872,33.485257
모리커피서귀포,카페,서귀포시,대천동,제주특별자치도 서귀포시 강정동 208-1,제주특별자치도 서귀포시 대청로25번길 4,126.502695,33.25284
포투이어스,카페,제주시,노형동,제주특별자치도 제주시 노형동 1296-9,제주특별자치도 제주시 도령로 17,126.481066,33.487197
몽라브,카페,제주시,아라동,제주특별자치도 제주시 오등동 746-1,제주특별자치도 제주시 오등6길 55,126.527606,33.466836
억새타르트,카페,서귀포시,안덕면,제주특별자치도 서귀포시 안덕면 서광리 280-1,제주특별자치도 서귀포시 안덕면 중산간서로 1817,126.328206,33.286841
빽다방제주법조,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 1065-6,제주특별자치도 제주시 남광북1길 1,126.53432,33.494595
힐링찻집,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 선흘리 1818,제주특별자치도 제주시 조천읍 선교로 474,126.709204,33.463022
메가엠지씨커피제주하귀농협하나로점,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 하귀1리 190-1,제주특별자치도 제주시 애월읍 일주서로 7136,126.412153,33.485059
그릭볼,카페,제주시,노형동,제주특별자치도 제주시 노형동 1295-3,제주특별자치도 제주시 월랑로2길 26-1,126.481524,33.48811
빽다방제주동문,카페,제주시,일도1동,제주특별자치도 제주시 일도일동 1479-1,제주특별자치도 제주시 동문로 4,126.526936,33.512878
람번트,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 한림리 1328-53,제주특별자치도 제주시 한림읍 한림해안로 127,126.260138,33.414724
공간서오,카페,제주시,조천읍,제주특별자치도 제주시 조천읍 선흘리 1948-6,제주특별자치도 제주시 조천읍 번영로 1583-11,126.702062,33.459687
카페위유,카페,제주시,노형동,제주특별자치도 제주시 해안동 1871-4,제주특별자치도 제주시 해안마을7가길 5,126.457146,33.454647
델리커시,카페,제주시,오라동,제주특별자치도 제주시 오라이동 1227,제주특별자치도 제주시 연삼로 197-4,126.513894,33.49311
홀수,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 명월리 417-6,제주특별자치도 제주시 한림읍 중산간서로 4506,126.285005,33.373911
컵비,카페,서귀포시,중문동,제주특별자치도 서귀포시 중문동 1871-6,제주특별자치도 서귀포시 천제연로 273-22,126.43393,33.252835
카페붐비지,카페,서귀포시,중앙동,제주특별자치도 서귀포시 서귀동 289-4,제주특별자치도 서귀포시 중앙로72번길 8-19,126.562147,33.250323
삐삐아일랜드,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 하가리 1044-1,제주특별자치도 제주시 애월읍 하가로 112-1,126.352125,33.459074
공차서귀포,카페,서귀포시,대천동,제주특별자치도 서귀포시 강정동 148-6,제주특별자치도 서귀포시 신서로52번길 24,126.506919,33.255454
오라339,카페,제주시,오라동,제주특별자치도 제주시 오라이동 1758,제주특별자치도 제주시 연사6길 61,126.509424,33.482462
작은천국,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 협재리 1461-1,제주특별자치도 제주시 한림읍 협재1길 45,126.244536,33.398834
단델리온,카페,제주시,삼도1동,제주특별자치도 제주시 삼도일동 529-1,제주특별자치도 제주시 전농로 46-1,126.518104,33.504315
빽다방제주신비로점,카페,제주시,노형동,제주특별자치도 제주시 노형동 291-24,제주특별자치도 제주시 주르레길 1,126.486074,33.450081
오프리르제주,카페,서귀포시,중앙동,제주특별자치도 서귀포시 서귀동 291-1,제주특별자치도 서귀포시 중정로61번길 25,126.562545,33.250126
이더리,카페,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍 상모리 2538-6,제주특별자치도 서귀포시 대정읍 상모이교로39번길 5,126.269063,33.227875
비에스엠엘,카페,제주시,노형동,제주특별자치도 제주시 노형동 719-4,제주특별자치도 제주시 연북로 28,126.48437,33.481684
컴포즈커피,카페,서귀포시,정방동,제주특별자치도 서귀포시 서귀동 820-9,제주특별자치도 서귀포시 태평로 355,126.559419,33.246445
메종봉주르,카페,서귀포시,안덕면,제주특별자치도 서귀포시 안덕면 감산리 288,제주특별자치도 서귀포시 안덕면 감산로 3,126.354224,33.259641
귤바테,카페,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍 신례리 720-1,제주특별자치도 서귀포시 남원읍 중산간동로7141번길 16,126.629812,33.281613
휘당,카페,제주시,용담2동,제주특별자치도 제주시 용담이동 1536-1,제주특별자치도 제주시 공항로1길 9,126.497398,33.50435
설빙제주,카페,제주시,일도2동,제주특별자치도 제주시 일도이동 369-25,제주특별자치도 제주시 고마로 81,126.540711,33.507033
카페묵담墨談,카페,제주시,한경면,제주특별자치도 제주시 한경면 금등리 172,제주특별자치도 제주시 한경면 금등대안3길 42-10,126.211414,33.345831
싱싱프루츠삼화점,카페,제주시,삼양동,제주특별자치도 제주시 삼양이동 2332-7,제주특별자치도 제주시 화삼북로 143,126.588286,33.517271
오븐런,카페,제주시,연동,제주특별자치도 제주시 연동 290-56,제주특별자치도 제주시 신대로6길 15,126.495003,33.492304
카페그린,카페,서귀포시,대륜동,제주특별자치도 서귀포시 법환동 33,제주특별자치도 서귀포시 이어도로1027번길 29,126.521348,33.246404
카페수미,카페,서귀포시,표선면,제주특별자치도 서귀포시 표선면 표선리 648-2,제주특별자치도 서귀포시 표선면 표선중앙로90번길 11,126.833143,33.324654
캐롤커피제주,카페,제주시,일도2동,제주특별자치도 제주시 일도이동 132-44,제주특별자치도 제주시 고마로 21,126.538756,33.512382
네버마인드Nvrmnd,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 2014-1,제주특별자치도 제주시 구남동6길 23,126.536776,33.488184
송맛이야기,카페,서귀포시,서홍동,제주특별자치도 서귀포시 서홍동 446-14,제주특별자치도 서귀포시 일주동로 8724,126.556255,33.252601
백억커피,카페,제주시,일도1동,제주특별자치도 제주시 일도일동 1360-2,제주특별자치도 제주시 관덕로11길 11,126.525379,33.514134
카페라엘라,카페,제주시,외도동,제주특별자치도 제주시 외도일동 560-2,제주특별자치도 제주시 우정로15길 12,126.43242,33.48574
카페굿모닝,카페,제주시,아라동,제주특별자치도 제주시 아라이동 3009-3,제주특별자치도 제주시 승천로 89,126.544141,33.491214
컴포즈커피제주베라체점,카페,제주시,아라동,제주특별자치도 제주시 아라이동 3012-12,제주특별자치도 제주시 승천로 74,126.542576,33.4922
빽다방빵연구소호텔더,카페,서귀포시,예래동,제주특별자치도 서귀포시 색달동 2138,제주특별자치도 서귀포시 색달로 18,126.406499,33.259532
메가엠지씨커피제주,카페,서귀포시,중문동,제주특별자치도 서귀포시 중문동 2119-1,제주특별자치도 서귀포시 천제연로 182,126.423926,33.251608
오동다방,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 1773-20,제주특별자치도 제주시 광양8길 2,126.529061,33.500156
더퍼즈플레이스,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 납읍리 1816-1,제주특별자치도 제주시 애월읍 중산간서로 5534,126.330118,33.440799
우호,카페,제주시,애월읍,제주특별자치도 제주시 애월읍 애월리 1672-2,제주특별자치도 제주시 애월읍 애월로7길 2-1,126.319618,33.464796
요정,카페,제주시,한림읍,제주특별자치도 제주시 한림읍 동명리 1591-4,제주특별자치도 제주시 한림읍 한림중앙로 56,126.265598,33.409726
포포파이하우스,카페,서귀포시,중앙동,제주특별자치도 서귀포시 서귀동 291-37,제주특별자치도 서귀포시 중앙로62번길 4,126.561784,33.250042
곤트란쉐리에제주,카페,제주시,노형동,제주특별자치도 제주시 노형동 94-1,제주특별자치도 제주시 1100로 3184,126.4852,33.470544
카페아이갓에브리씽제주헬스케어타운의료서비스,카페,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동 2029,제주특별자치도 서귀포시 솔오름로 61,126.559587,33.283629
청담카페,카페,제주시,삼도2동,제주특별자치도 제주시 삼도이동 251-10,제주특별자치도 제주시 중앙로16길 10,126.522739,33.508796
남원드림센터운영협의회,카페,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍 남원리 1353,제주특별자치도 서귀포시 남원읍 남원회관로 28,126.716305,33.277323
텐퍼센트제주,카페,제주시,이도2동,제주특별자치도 제주시 이도이동 1027,제주특별자치도 제주시 중앙로 320-2,126.535451,33.492498
파스쿠찌제주도남점,카페,제주시,이도2동,제주특별자치도 제주시 도남동 922-48,제주특별자치도 제주시 도남로7길 49,126.52733,33.495902
